ticker,company_name,country,ipo_year,market_cap,subsector
CYRX,"CryoPort, Inc.",United States,,366200000.0,Oil Refining/Marketing
CYRXW,"CryoPort, Inc.",United States,,,Oil Refining/Marketing
CSGS,"CSG Systems International, Inc.",United States,1996.0,1260000000.0,EDP Services
CCLP,CSI Compressco LP,United States,2011.0,245090000.0,Oilfield Services/Equipment
CSPI,CSP Inc.,United States,1982.0,43470000.0,EDP Services
CSS,"CSS Industries, Inc.",United States,,135520000.0,Consumer: Greeting Cards
CSWI,"CSW Industrials, Inc.",United States,,863650000.0,Home Furnishings
CSX,CSX Corporation,United States,,63290000000.0,Railroads
CTIC,CTI BioPharma Corp.,United States,1997.0,113050000.0,Major Pharmaceuticals
CTIB,CTI Industries Corporation,United States,1997.0,13660000.0,Specialty Chemicals
CTRP,"Ctrip.com International, Ltd.",China,2003.0,21420000000.0,Business Services
CTS,CTS Corporation,United States,,1170000000.0,Electrical Products
CUBE,CubeSmart,United States,,5570000000.0,Real Estate Investment Trusts
CUB,Cubic Corporation,United States,,2009999999.9999998,Industrial Machinery/Components
CUE,"Cue Biopharma, Inc.",United States,2018.0,166280000.0,Major Pharmaceuticals
CUI,"CUI Global, Inc.",United States,,64140000.0,Electronic Components
CFR,"Cullen/Frost Bankers, Inc.",United States,,7150000000.0,Major Banks
CFR^A,"Cullen/Frost Bankers, Inc.",United States,,,
CULP,"Culp, Inc.",United States,,318730000.0,Textiles
CPIX,Cumberland Pharmaceuticals Inc.,United States,2009.0,88140000.0,Major Pharmaceuticals
CMI,Cummins Inc.,United States,,22900000000.0,Industrial Machinery/Components
CMLS,Cumulus Media Inc.,United States,,518720000.0,Broadcasting
CRIS,"Curis, Inc.",United States,,50680000.0,Biotechnology: Biological Products (No Diagnostic Substances)
CURO,CURO Group Holdings Corp.,,2017.0,1210000000.0,Finance: Consumer Services
CW,Curtiss-Wright Corporation,United States,,5870000000.0,Industrial Machinery/Components
SRF,Cushing Energy Income Fund (The),United States,2012.0,23340000.0,
SRV,Cushing MLP & Infrastructure Total Return Fund,United States,,82560000.0,
SZC,Cushing Renaissance Fund (The),,2012.0,151030000.0,
CWK,Cushman & Wakefield plc,,2018.0,,Real Estate
CUBI,"Customers Bancorp, Inc",United States,,789840000.0,Major Banks
CUBI^C,"Customers Bancorp, Inc",United States,,,
CUBI^D,"Customers Bancorp, Inc",United States,,,
CUBI^E,"Customers Bancorp, Inc",United States,,,
CUBI^F,"Customers Bancorp, Inc",United States,,,
CUTR,"Cutera, Inc.",United States,2004.0,469030000.0,Biotechnology: Electromedical & Electrotherapeutic Apparatus
CVBF,CVB Financial Corporation,United States,,2690000000.0,Major Banks
CVV,CVD Equipment Corporation,United States,,42160000.0,Industrial Machinery/Components
CVI,CVR Energy Inc.,United States,2007.0,3110000000.0,Integrated oil Companies
UAN,"CVR Partners, LP",United States,2011.0,390830000.0,Agricultural Chemicals
CVRR,"CVR Refining, LP",United States,2013.0,2860000000.0,Integrated oil Companies
CVS,CVS Health Corporation,United States,,72570000000.0,Medical/Nursing Services
CYAN,Cyanotech Corporation,United States,,20260000.0,Specialty Chemicals
CYBR,CyberArk Software Ltd.,Israel,2014.0,2520000000.0,Computer Software: Prepackaged Software
CYBE,CyberOptics Corporation,United States,1987.0,134860000.0,Electronic Components
CYCC,"Cyclacel Pharmaceuticals, Inc.",United States,,18480000.0,Major Pharmaceuticals
CYCCP,"Cyclacel Pharmaceuticals, Inc.",United States,,2120000.0,Major Pharmaceuticals
CBAY,CymaBay Therapeutics Inc.,United States,,731080000.0,Major Pharmaceuticals
CTEK,"CynergisTek, Inc.",United States,2017.0,37020000.0,Business Services
CELP,"Cypress Energy Partners, L.P.",,2014.0,92840000.0,Oilfield Services/Equipment
CY,Cypress Semiconductor Corporation,United States,1986.0,5860000000.0,Semiconductors
CYRN,CYREN Ltd.,United States,,160150000.0,Computer Software: Prepackaged Software
CONE,CyrusOne Inc,United States,2013.0,6420000000.0,Real Estate Investment Trusts
CYTK,"Cytokinetics, Incorporated",United States,2004.0,382090000.0,Major Pharmaceuticals
CTMX,"CytomX Therapeutics, Inc.",United States,2015.0,993980000.0,Major Pharmaceuticals
CYTX,Cytori Therapeutics Inc.,United States,,244026.29,Medical/Dental Instruments
CYTXW,Cytori Therapeutics Inc.,United States,,,Medical/Dental Instruments
CYTXZ,Cytori Therapeutics Inc.,United States,,,Medical/Dental Instruments
CTSO,Cytosorbents Corporation,United States,,331110000.0,Medical/Dental Instruments
CYTR,CytRx Corporation,United States,1986.0,37670000.0,Biotechnology: Biological Products (No Diagnostic Substances)
DHI,"D.R. Horton, Inc.",United States,,16579999999.999998,Homebuilding
DJCO,Daily Journal Corp. (S.C.),United States,,322930000.0,Newspapers/Magazines
DAKT,"Daktronics, Inc.",United States,1994.0,376770000.0,Miscellaneous manufacturing industries
DAN,Dana Incorporated,United States,,2840000000.0,Auto Parts:O.E.M.
DHR,Danaher Corporation,United States,,70530000000.0,Industrial Machinery/Components
DAC,Danaos Corporation,Greece,2006.0,164700000.0,Marine Transportation
DQ,DAQO New Energy Corp.,China,2010.0,484450000.0,Semiconductors
DRI,"Darden Restaurants, Inc.",United States,,13730000000.0,Restaurants
DARE,"Dare Bioscience, Inc.",United States,2014.0,11990000.0,Major Pharmaceuticals
DRIO,DarioHealth Corp.,Israel,,19930000.0,Medical/Dental Instruments
DRIOW,DarioHealth Corp.,Israel,,,Medical/Dental Instruments
DAR,Darling Ingredients Inc.,United States,,3230000000.0,Packaged Foods
DZSI,"DASAN Zhone Solutions, Inc.",United States,,164010000.0,Telecommunications Equipment
DSKE,"Daseke, Inc.",United States,2015.0,516700000.00000006,Transportation Services
DSKEW,"Daseke, Inc.",United States,2015.0,,Transportation Services
DAIO,Data I/O Corporation,United States,1981.0,44460000.0,Electrical Products
DWCH,Datawatch Corporation,United States,1992.0,164850000.0,Computer Software: Prepackaged Software
PLAY,"Dave & Buster's Entertainment, Inc.",United States,2014.0,2060000000.0,Restaurants
DTEA,DAVIDsTEA Inc.,Canada,2015.0,64840000.0,Food Chains
DFNL,Davis Select Financial ETF,United States,,142910000.0,
DINT,Davis Select International ETF,United States,,47510000.0,
DUSA,Davis Select U.S. Equity ETF,United States,,127330000.0,
DWLD,Davis Select Worldwide ETF,United States,,247780000.0,
DVA,DaVita Inc.,United States,,12600000000.0,Hospital/Nursing Management
DWSN,Dawson Geophysical Company,United States,,133930000.0,Oil & Gas Production
DXR,Daxor Corporation,United States,,18720000.0,Medical/Dental Instruments
DBVT,DBV Technologies S.A.,France,2014.0,1150000000.0,Biotechnology: Biological Products (No Diagnostic Substances)
DCP,DCP Midstream LP,United States,,6360000000.0,Natural Gas Distribution
DCP^B,DCP Midstream LP,United States,,,
DCT,DCT Industrial Trust Inc,United States,2006.0,6150000000.0,Real Estate Investment Trusts
DDR,DDR Corp.,United States,1993.0,2550000000.0,Real Estate Investment Trusts
DDR^A,DDR Corp.,United States,,,
DDR^J,DDR Corp.,United States,,,
DDR^K,DDR Corp.,United States,,,
DF,Dean Foods Company,United States,,792880000.0,Packaged Foods
DCPH,"Deciphera Pharmaceuticals, Inc.",United States,2017.0,1270000000.0,Major Pharmaceuticals
DECK,Deckers Outdoor Corporation,United States,1993.0,3660000000.0,Shoe Manufacturing
DE,Deere & Company,United States,,44960000000.0,Industrial Machinery/Components
DFRG,"Del Frisco's Restaurant Group, Inc.",United States,2012.0,204790000.0,Restaurants
TACO,"Del Taco Restaurants, Inc.",United States,2014.0,482960000.0,Restaurants
TACOW,"Del Taco Restaurants, Inc.",United States,2014.0,,Restaurants
DEX,Delaware Enhanced Global Dividend,United States,2007.0,180130000.0,
VCF,"Delaware Investments Colorado Municipal Income Fund, Inc",United States,1993.0,72360000.0,
DDF,"Delaware Investments Dividend & Income Fund, Inc.",United States,1993.0,96030000.0,
VFL,Delaware Investments Florida Insured Municipal Income Fund,United States,1993.0,57440000.0,
VMM,"Delaware Investments Minnesota Municipal Income Fund II, Inc.",United States,1993.0,143930000.0,
DKL,"Delek Logistics Partners, L.P.",United States,2012.0,760780000.0,Natural Gas Distribution
DK,"Delek US Holdings, Inc.",United States,2017.0,4210000000.0,Integrated oil Companies
DVMT,Dell Technologies Inc.,,,18910000000.0,Computer Manufacturing
DMPI,"DelMar Pharmaceuticals, Inc.",Canada,,9690000.0,Major Pharmaceuticals
DLPH,Delphi Technologies PLC,,2017.0,3550000000.0,Auto Parts:O.E.M.
DAL,"Delta Air Lines, Inc.",United States,,37860000000.0,Air Freight/Delivery Services
DLA,"Delta Apparel, Inc.",United States,,129449999.99999999,Apparel
DELT,Delta Technology Holdings Limited,China,,10380000.0,Major Chemicals
DLX,Deluxe Corporation,United States,,2810000000.0,Publishing
DNLI,Denali Therapeutics Inc.,United States,2017.0,1420000000.0,Biotechnology: Biological Products (No Diagnostic Substances)
DNR,Denbury Resources Inc.,United States,,2150000000.0,Oil & Gas Production
DNN,Denison Mine Corp,Canada,,269530000.0,Precious Metals
DENN,Denny's Corporation,United States,,932030000.0,Restaurants
XRAY,DENTSPLY SIRONA Inc.,United States,1987.0,8870000000.0,Medical/Dental Instruments
DDOC,"DERMAdoctor, Inc.",United States,,,Package Goods/Cosmetics
DERM,"Dermira, Inc.",United States,2014.0,405510000.0,Major Pharmaceuticals
DESP,"Despegar.com, Corp.",,2017.0,1370000000.0,Transportation Services
DEST,Destination Maternity Corporation,United States,,69550000.0,Clothing/Shoe/Accessory Stores
DXLG,"Destination XL Group, Inc.",United States,,105660000.0,Clothing/Shoe/Accessory Stores
DSWL,"Deswell Industries, Inc.",Macau,1995.0,55260000.0,Plastic Products
DTRM,"Determine, Inc.",United States,,13220000.0,Computer Software: Prepackaged Software
DKT,Deutsch Bk Contingent Cap Tr V,United States,,,Major Banks
DB,Deutsche Bank AG,Germany,,23670000000.0,Major Banks
DXB,Deutsche Bank AG,Germany,,,Major Banks
DVN,Devon Energy Corporation,United States,,22200000000.0,Oil & Gas Production
DXCM,"DexCom, Inc.",United States,2005.0,11220000000.0,Medical/Dental Instruments
DFBH,DFB Healthcare Acquisitions Corp.,United States,2018.0,81190000.0,Business Services
DFBHU,DFB Healthcare Acquisitions Corp.,United States,2018.0,,Business Services
DFBHW,DFB Healthcare Acquisitions Corp.,United States,2018.0,,Business Services
DGSE,"DGSE Companies, Inc.",United States,,18240000.0,Consumer Specialties
DHX,"DHI Group, Inc.",United States,2007.0,103410000.0,Business Services
DHT,"DHT Holdings, Inc.",Jersey,2005.0,610180000.0,Marine Transportation
DHXM,DHX Media Ltd.,Canada,,255160000.0,
DEO,Diageo plc,United Kingdom,,88180000000.0,Beverages (Production/Distribution)
DHIL,"Diamond Hill Investment Group, Inc.",United States,,657620000.0,Investment Managers
DO,"Diamond Offshore Drilling, Inc.",United States,1995.0,2390000000.0,Oil & Gas Production
FANG,"Diamondback Energy, Inc.",United States,2012.0,13190000000.0,Oil & Gas Production
DRH,Diamondrock Hospitality Company,United States,2005.0,2340000000.0,Real Estate Investment Trusts
DCIX,Diana Containerships Inc.,Greece,,10110000.0,Marine Transportation
DSX,Diana Shipping inc.,Greece,2005.0,446830000.0,Marine Transportation
DSX^B,Diana Shipping inc.,Greece,,,
DSXN,Diana Shipping inc.,Greece,2015.0,,Marine Transportation
DRNA,"Dicerna Pharmaceuticals, Inc.",United States,2014.0,782820000.0,Major Pharmaceuticals
DKS,Dick's Sporting Goods Inc,United States,2002.0,3730000000.0,Other Specialty Stores
DBD,Diebold Nixdorf Incorporated,United States,,379790000.0,Office Equipment/Supplies/Services
DFBG,Differential Brands Group Inc.,United States,,62330000.0,Apparel
DFFN,Diffusion Pharmaceuticals Inc.,United States,,19450000.0,Major Pharmaceuticals
DGII,Digi International Inc.,United States,1989.0,351610000.0,Computer Communications Equipment
DMRC,Digimarc Corporation,United States,,353050000.0,EDP Services
DRAD,Digirad Corporation,United States,2004.0,37720000.0,Biotechnology: Electromedical & Electrotherapeutic Apparatus
DGLY,"Digital Ally, Inc.",United States,,17890000.0,Radio And Television Broadcasting And Communications Equipment
DLR,"Digital Realty Trust, Inc.",United States,2004.0,24970000000.0,Real Estate Investment Trusts
DLR^C,"Digital Realty Trust, Inc.",United States,,,
DLR^G,"Digital Realty Trust, Inc.",United States,,,
DLR^H,"Digital Realty Trust, Inc.",United States,,,
DLR^I,"Digital Realty Trust, Inc.",United States,,,
DLR^J,"Digital Realty Trust, Inc.",United States,,,
APPS,"Digital Turbine, Inc.",United States,,112690000.0,Multi-Sector Companies
DDS,"Dillard's, Inc.",United States,,2570000000.0,Department/Specialty Retail Stores
DDT,"Dillard's, Inc.",United States,,,Department/Specialty Retail Stores
DCOM,"Dime Community Bancshares, Inc.",United States,,680040000.0,Savings Institutions
DIN,"Dine Brands Global, Inc.",United States,,1370000000.0,Restaurants
DIOD,Diodes Incorporated,United States,,1880000000.0,Semiconductors
DPLO,"Diplomat Pharmacy, Inc.",United States,2014.0,1450000000.0,Medical/Nursing Services
DFS,Discover Financial Services,United States,,26040000000.0,Finance: Consumer Services
DISCA,"Discovery, Inc.",United States,,13800000000.0,Television Services
DISCB,"Discovery, Inc.",United States,,15660000000.0,Television Services
DISCK,"Discovery, Inc.",United States,,12820000000.0,Television Services
DISH,DISH Network Corporation,United States,1995.0,16660000000.0,Television Services
DHCP.WS.A,Ditech Holding Corporation,,,,
DHCP,Ditech Holding Corporation,,2018.0,26880000.0,Finance: Consumer Services
DHCP.WS.B,Ditech Holding Corporation,,,,
DVCR,Diversicare Healthcare Services Inc.,United States,,43320000.0,Hospital/Nursing Management
SAUC,"Diversified Restaurant Holdings, Inc.",United States,,27260000.0,Restaurants
DNI,Dividend and Income Fund,United States,,151260000.0,
DLHC,DLH Holdings Corp.,United States,,62000000.0,Professional Services
BOOM,DMC Global Inc.,United States,,636490000.0,Industrial Specialties
DNBF,DNB Financial Corp,United States,,147560000.0,Major Banks
DSS,"Document Security Systems, Inc.",United States,,24730000.0,Containers/Packaging
DOCU,"DocuSign, Inc.",United States,2018.0,9060000000.0,Computer Software: Prepackaged Software
DOGZ,Dogness (International) Corporation,China,2017.0,74890000.0,Miscellaneous manufacturing industries
DLB,Dolby Laboratories,United States,2005.0,7050000000.0,Multi-Sector Companies
DG,Dollar General Corporation,United States,2009.0,28120000000.0,Department/Specialty Retail Stores
DLTR,"Dollar Tree, Inc.",United States,1995.0,22480000000.0,Department/Specialty Retail Stores
DLPN,"Dolphin Entertainment, Inc.",United States,,37570000.0,Other Consumer Services
DLPNW,"Dolphin Entertainment, Inc.",United States,,,Other Consumer Services
DM,"Dominion Energy Midstream Partners, LP",United States,2014.0,2020000000.0,Natural Gas Distribution
D,"Dominion Energy, Inc.",United States,,45480000000.0,Electric Utilities: Central
DCUD,"Dominion Energy, Inc.",United States,2016.0,,Electric Utilities: Central
DRUA,"Dominion Energy, Inc.",United States,2016.0,,Electric Utilities: Central
DPZ,Domino's Pizza Inc,United States,2004.0,12040000000.0,Food Distributors
DOMO,"Domo, Inc.",United States,2018.0,460650000.0,Computer Software: Prepackaged Software
UFS,Domtar Corporation,Canada,,3290000000.0,Paper
DCI,"Donaldson Company, Inc.",United States,,6150000000.0,Pollution Control Equipment
DGICA,"Donegal Group, Inc.",United States,,404170000.0,Property-Casualty Insurers
DGICB,"Donegal Group, Inc.",United States,1986.0,392860000.0,Property-Casualty Insurers
DFIN,"Donnelley Financial Solutions, Inc.",,2016.0,654270000.0,Other Consumer Services
DMLP,"Dorchester Minerals, L.P.",United States,,602020000.0,Oil & Gas Production
LPG,Dorian LPG Ltd.,,2014.0,420290000.0,Marine Transportation
DORM,"Dorman Products, Inc.",United States,,2560000000.0,Auto Parts:O.E.M.
DSL,DoubleLine Income Solutions Fund,,2013.0,2060000000.0,
DBL,DoubleLine Opportunistic Credit Fund,United States,2012.0,313200000.0,
PLOW,"Douglas Dynamics, Inc.",United States,2010.0,985220000.0,Construction/Ag Equipment/Trucks
DEI,"Douglas Emmett, Inc.",United States,2006.0,6580000000.0,Real Estate Investment Trusts
DOVA,"Dova Pharmaceuticals, Inc.",United States,2017.0,641070000.0,Major Pharmaceuticals
DOV,Dover Corporation,United States,,12080000000.0,Industrial Machinery/Components
DDE,Dover Downs Gaming & Entertainment Inc,United States,,106170000.0,Services-Misc. Amusement & Recreation
DVD,"Dover Motorsports, Inc.",United States,1996.0,80900000.0,Services-Misc. Amusement & Recreation
DWDP,DowDuPont Inc.,,2017.0,156790000000.0,Major Chemicals
DPW,"DPW Holdings, Inc.",United States,,28470000.0,Industrial Machinery/Components
RDY,Dr. Reddy's Laboratories Ltd,India,,5400000000.0,Major Pharmaceuticals
LYL,Dragon Victory International Limited,China,2017.0,29170000.0,Finance/Investors Services
DOTA,"Draper Oakwood Technology Acquisition, Inc.",United States,2017.0,23310000.0,Business Services
DOTAR,"Draper Oakwood Technology Acquisition, Inc.",United States,2017.0,,Business Services
DOTAU,"Draper Oakwood Technology Acquisition, Inc.",United States,2017.0,,Business Services
DOTAW,"Draper Oakwood Technology Acquisition, Inc.",United States,2017.0,,Business Services
